City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
T504410,1/28/2019,22350,Unknown,Male
T504411,1/28/2019,16028A,Unknown,Male
T504412,1/28/2019,22350,Unknown,Female
T504413,1/28/2019,22350,Unknown,Female
T504414,1/28/2019,22350,Unknown,Male
T504415,1/28/2019,22350,Unknown,Male
T504416,1/28/2019,22350,Unknown,Female
T505282,1/28/2019,22400A,White,Male
T505283,1/28/2019,4000A1,Other Asian,Male
T505392,1/28/2019,24400A1 16028A,Hispanic,Female
T505393,1/28/2019,16028A,Hispanic,Male
T505859,1/28/2019,27602,Asian Indian,Male
T505949,1/28/2019,24600E,White,Male
T505968,1/28/2019,21453A,Asian Indian,Male
T505969,1/28/2019,21453A,Asian Indian,Male
T505970,1/28/2019,38300,White,Female
T505971,1/28/2019,12500A,Hispanic,Male
T505972,1/28/2019,21453A,Other Asian,Female
T505973,1/28/2019,21453A,Asian Indian,Male
T505974,1/28/2019,4000A1,Black,Female
T506132,1/28/2019,23152A 12500A,Hispanic,Male
T506550,1/28/2019,12500A 5201A,Hispanic,Male
T506600,1/28/2019,21955,Hispanic,Male
T506601,1/28/2019,21453A 12500A,Other Asian,Female
T506602,1/28/2019,4000A1,White,Male
T506603,1/28/2019,231235A 12500A 14600A,Hispanic,Female
T506604,1/28/2019,21453A,White,Male
T506610,1/28/2019,5200A,Black,Female
T507700,1/28/2019,231235A,Other Asian,Female
T507701,1/28/2019,16028A,Hispanic,Male
T507702,1/28/2019,267085A,Black,Male
T507703,1/28/2019,21453A,White,Male
E221931,1/29/2019,12500A,White,M
E221932,1/29/2019,21950A,Other Asian,M
E221933,1/29/2019,21453C,Other Asian,F
E221934,1/29/2019,21453C,Other,F
E221935,1/29/2019,231235A,White,M
E221936,1/29/2019,21453A,White,F
E221937,1/29/2019,21460A,White,F
E221938,1/29/2019,21460A,White,M
E221939,1/29/2019,21460A,Asian Indian,M
E221940,1/29/2019,21460A,Hispanic,M
E221941,1/29/2019,4000A1,Other Asian,M
E222570,1/29/2019,231235A,Unknown,M
E222571,1/29/2019,231235A,Unknown,F
E222572,1/29/2019,21453A 28071,Unknown,M
E222573,1/29/2019,231235A,Unknown,M
E222574,1/29/2019,22450A,Unknown,F
E222575,1/29/2019,22450A 4000A1,Unknown,F
E222576,1/29/2019,231235A,Unknown,M
E222577,1/29/2019,22102,Unknown,F
E222578,1/29/2019,22102,Unknown,M
E222579,1/29/2019,21460A,Unknown,M
E222580,1/29/2019,21460A,Unknown,M
E222581,1/29/2019,21461A 4000A1,Unknown,M
E222582,1/29/2019,21460A,Unknown,M
T497270,1/29/2019,16028A,Asian Indian,Male
T505394,1/29/2019,12500A,Hispanic,Male
T506263,1/29/2019,231235A,White,Male
T506264,1/29/2019,231235A,White,Male
T506265,1/29/2019,231235A,White,Female
T506266,1/29/2019,23123A,Other Asian,Male
T506267,1/29/2019,21453A,Asian Indian,Female
T506268,1/29/2019,231235A,White,Female
T506269,1/29/2019,12500A 231235A,White,Male
T506606,1/29/2019,22350 27315D1 21658A,Other Asian,Female
T506607,1/29/2019,21950A,Other Asian,Male
T506608,1/29/2019,24250,Hispanic,Female
T506609,1/29/2019,231235A,Other Asian,Female
E221942,1/30/2019,22450A,Other Asian,F
E221943,1/30/2019,22450A,Other,M
E221944,1/30/2019,22450A,White,M
E221945,1/30/2019,22450A,Other,M
E221946,1/30/2019,22450A,Other Asian,F
E221947,1/30/2019,22400A,Asian Indian,M
E221948,1/30/2019,22526A,White,M
E221949,1/30/2019,22526A 12500A,Hispanic,M
E221951,1/30/2019,231235A,Other Asian,F
E221952,1/30/2019,21453C,Other Asian,F
E221953,1/30/2019,231235A,Asian Indian,M
E221954,1/30/2019,231235A,Asian Indian,M
E221955,1/30/2019,21453A,Asian Indian,F
E221956,1/30/2019,231235A,White,M
E221957,1/30/2019,22350,White,F
E221958,1/30/2019,22450A,Other Asian,F
E221959,1/30/2019,22450A,Asian Indian,M
E221960,1/30/2019,22450A,Hispanic,F
E221961,1/30/2019,22450A,Other Asian,M
E221962,1/30/2019,21950A,,M
E221963,1/30/2019,21453B,White,F
E221964,1/30/2019,22450A,Other Asian,M
E222583,1/30/2019,5204A,,M
E222584,1/30/2019,231235A,,F
E222585,1/30/2019,21453A,,M
E222586,1/30/2019,21453A,,F
E222587,1/30/2019,5204A,,F
E222588,1/30/2019,231235A 4000A1 24603D,,F
E222589,1/30/2019,21703 12500A,,M
E222590,1/30/2019,14604A,,M
E222591,1/30/2019,21453A,,M
E222592,1/30/2019,21453A,,M
T498718,1/30/2019,4000A1 16028A,White,Male
T501647,1/30/2019,4000A1,Hispanic,Female
T503216,1/30/2019,23123A,Hispanic,Male
T503217,1/30/2019,24603E,Other Asian,Male
T503219,1/30/2019,24603A,Other Asian,Male
T506061,1/30/2019,5201 21460A,Other Asian,Female
T506062,1/30/2019,23123A,Other Asian,Male
T506270,1/30/2019,21453A,White,Male
T506271,1/30/2019,231235A,Other Asian,Male
T506272,1/30/2019,231235A,Other Asian,Female
T506273,1/30/2019,231235A,White,Male
T506274,1/30/2019,231235A,Other,Male
T506625,1/30/2019,231235A,Other,Male
T506626,1/30/2019,21453A,Other Asian,Female
T506627,1/30/2019,21453A 12500A,Hispanic,Male
E221965,1/31/2019,22400A,Other Asian,F
E221966,1/31/2019,21453B,White,M
E221967,1/31/2019,22400A,White,F
E221968,1/31/2019,22400A,Other Asian,F
E221969,1/31/2019,22450A,White,M
E221970,1/31/2019,231235A,Asian Indian,M
E221971,1/31/2019,21950A 14600A,Other Asian,M
E221972,1/31/2019,21453B,White,M
E221973,1/31/2019,231235A,Hispanic,M
E221974,1/31/2019,22450A,Other,F
E221975,1/31/2019,22450A,Other,F
E221976,1/31/2019,21453C,Hispanic,M
E221977,1/31/2019,5200A,White,M
T470164,1/31/2019,22350,Asian Indian,Female
T492022,1/31/2019,12500A 16028A,Hispanic,Male
T505655,1/31/2019,21453A,Asian Indian,Male
T505744,1/31/2019,21461A,Asian Indian,Male
T505745,1/31/2019,22450A,Vietnamese,Male
T505746,1/31/2019,23123A,White,Male
T505747,1/31/2019,21950A,Asian Indian,Male
T505748,1/31/2019,22450A,Asian Indian,Female
T505749,1/31/2019,22450A,Asian Indian,Female
T506107,1/31/2019,231235A,White,Female
T506108,1/31/2019,23123A,Other,Male
T506109,1/31/2019,21804A,Other Asian,Female
T506110,1/31/2019,21462,Other Asian,Male
T506111,1/31/2019,231235A,White,Female
T506112,1/31/2019,23123A,Hispanic,Male
T506113,1/31/2019,231235A,Hispanic,Male
T506114,1/31/2019,231235A,Asian Indian,Female
T506115,1/31/2019,24400A1,Other Asian,Male
T506300,1/31/2019,24603B,White,Male
T506650,1/31/2019,22450A,White,Male
T507704,1/31/2019,12500A,Hispanic,Male
E221978,2/1/2019,14600A 4159,White,M
E221979,2/1/2019,22450A,Asian Indian,F
T496949,2/1/2019,5200A 16028A,Other,Male
T504383,2/1/2019,146015A 146011A,Hispanic,Female
T492023,2/2/2019,16028A 4000A1,White,Female
T506020,2/2/2019,22107,Other,Male
T506301,2/2/2019,24252A,Black,Male
T506675,2/2/2019,21955,White,Male
T506302,2/3/2019,24252A,Black,Male
T506502,2/3/2019,12500A 26710,Hispanic,Male
T506677,2/3/2019,23152B,Hispanic,Male
T502037,2/4/2019,12500A,White,Male
T502317,2/4/2019,22350,Hispanic,Male
T502894,2/4/2019,24400A 146012A 146011A,White,Male
T503718,2/4/2019,24601,Hispanic,Male
T504417,2/4/2019,21453C,Unknown,Female
T504418,2/4/2019,21453A,Unknown,Male
T505627,2/4/2019,22450A,Hispanic,Male
T505628,2/4/2019,22450A,Asian Indian,Female
T505629,2/4/2019,22450A,Asian Indian,Female
T505630,2/4/2019,22450A,Asian Indian,Male
T505631,2/4/2019,22450A,Hispanic,Male
T505632,2/4/2019,21955,White,Male
T505633,2/4/2019,12500A,Hispanic,Male
T505634,2/4/2019,22450A,Other Asian,Male
T505635,2/4/2019,22450A,Asian Indian,Male
T505636,2/4/2019,22450A,Asian Indian,Male
T506133,2/4/2019,23152A 12500A,Hispanic,Male
T506278,2/4/2019,22350,Asian Indian,Female
T506303,2/4/2019,12500A 24252A,Hispanic,Female
T506304,2/4/2019,4000A1,Hispanic,Male
T506503,2/4/2019,4000A1,Hispanic,Female
T506504,2/4/2019,23123A,White,Female
T506605,2/4/2019,4000A1,Hispanic,Male
T506611,2/4/2019,12500A 24600E,White,Male
T502318,2/5/2019,22450A,Asian Indian,Female
T502319,2/5/2019,5200A,Hispanic,Male
T506505,2/5/2019,44625,Hispanic,Male
T506552,2/5/2019,4000A1 12500A 16028A,Other,Male
T506553,2/5/2019,22400A,Other,Female
T506554,2/5/2019,22101D,Other,Male
T506555,2/5/2019,25950A 12500A 16028A 23222B,Hispanic,Male
T506628,2/5/2019,21453A,Other Asian,Male
T506629,2/5/2019,21453A,Black,Male
T506630,2/5/2019,23123A,Other Asian,Male
T506631,2/5/2019,231235A,Hispanic,Male
T506632,2/5/2019,231235A,White,Male
T506633,2/5/2019,23123A,Other,Female
T506634,2/5/2019,231235A,Other,Female
T506635,2/5/2019,23123A,White,Female
T506636,2/5/2019,4000A1,White,Male
T506637,2/5/2019,231235A,Other Asian,Female
T506638,2/5/2019,231235A,Black,Female
T506700,2/5/2019,4000A1,White,Male
E221761,2/6/2019,22526A,Unknown,M
E221762,2/6/2019,22526A,Unknown,M
E221763,2/6/2019,21453A,Unknown,M
E221764,2/6/2019,21453A,Unknown,M
E221765,2/6/2019,22526A,Unknown,M
E221766,2/6/2019,22526A,Unknown,M
E221767,2/6/2019,22350 12500A,Unknown,M
E221768,2/6/2019,5204A 12500A,Hispanic,M
E221980,2/6/2019,22400A,White,M
E221981,2/6/2019,231235A,Unknown,F
E221982,2/6/2019,21453A,White,F
E221983,2/6/2019,231235A,Other,F
E221984,2/6/2019,22450A,Hispanic,M
E222593,2/6/2019,231235A,Unknown,F
E222594,2/6/2019,231235A,Unknown,F
E222595,2/6/2019,21461A,Unknown,M
E222596,2/6/2019,21453A,Unknown,M
E222597,2/6/2019,231235A,Unknown,F
E222598,2/6/2019,231235A,Unknown,M
T492795,2/6/2019,22450A,Other Asian,Female
T492796,2/6/2019,22450A,Other Asian,Male
T492797,2/6/2019,21804A,Hispanic,Female
T492798,2/6/2019,21950A,Asian Indian,Female
T492799,2/6/2019,4000A1,White,Female
T505791,2/6/2019,21453A,White,Male
T505792,2/6/2019,23222B 21453A 12500A,Hispanic,Male
T506027,2/6/2019,16028A 4000A1,Hispanic,Male
T506116,2/6/2019,231235A,Asian Indian,Female
T506117,2/6/2019,231235A,Hispanic,Male
T506118,2/6/2019,4000A1 24603B,Other,Female
T506119,2/6/2019,231235A,Other Asian,Male
T506135,2/6/2019,23152A 12500A,Hispanic,Male
T506612,2/6/2019,16028A,Hispanic,Male
T506750,2/6/2019,21950A,Other Asian,Female
T506751,2/6/2019,22450A,Hispanic,Male
T506752,2/6/2019,22450A,Asian Indian,Male
T506753,2/6/2019,21456A,Asian Indian,Female
T506754,2/6/2019,21456A,Asian Indian,Female
E221769,2/7/2019,231235A,Unknown,F
E221770,2/7/2019,231235A,Unknown,M
E221771,2/7/2019,21453A,Unknown,M
E221772,2/7/2019,21453A,Unknown,F
E221773,2/7/2019,21453A,Unknown,F
E221774,2/7/2019,22526A,Unknown,M
E221775,2/7/2019,22526A,Unknown,F
E221776,2/7/2019,22526A,Unknown,F
E221777,2/7/2019,21456B,Unknown,M
E221778,2/7/2019,12500D,Unknown,M
E221779,2/7/2019,16028A,Unknown,F
E222599,2/7/2019,22450A,Unknown,M
E222600,2/7/2019,21453A,Unknown,M
E222901,2/7/2019,22400A 16028A,Unknown,F
T503218,2/7/2019,22102,Other,Male
T505284,2/7/2019,22450A,White,Male
T505457,2/7/2019,12500A 22350,Hispanic,Male
T505513,2/7/2019,4000A1,Asian Indian,Male
T505514,2/7/2019,22450A,White,Female
T505637,2/7/2019,21453C,Hispanic,Male
T506279,2/7/2019,23123A,Hispanic,Male
T506445,2/7/2019,21453A,Other,Male
T506446,2/7/2019,21453A,Other Asian,Male
T506447,2/7/2019,21453A,Other,Female
T506448,2/7/2019,21453A 16028A,Black,Male
T506449,2/7/2019,21453A,Other,Male
T506639,2/7/2019,12500A,White,Male
T506640,2/7/2019,23123A,Hispanic,Female
T506641,2/7/2019,23123A,White,Female
T506755,2/7/2019,22103,Asian Indian,Female
T506756,2/7/2019,22103,Asian Indian,Male
T506757,2/7/2019,22103,Asian Indian,Female
T506758,2/7/2019,21950A 12500A,Other,Female
T506759,2/7/2019,22450A,Asian Indian,Male
T506760,2/7/2019,22450A,Asian Indian,Male
T506761,2/7/2019,22450A,White,Female
T506775,2/7/2019,21453A,Other Asian,Male
T506776,2/7/2019,21755A,Other,Male
T507705,2/7/2019,231235A 4000A1,Asian Indian,Female
T507706,2/7/2019,38300,Asian Indian,Male
E221780,2/8/2019,21453A,Unknown,M
E221781,2/8/2019,23123A,Unknown,F
E221782,2/8/2019,21800A,Unknown,F
E221783,2/8/2019,231235A,Unknown,M
E221784,2/8/2019,231235A,Unknown,M
E221785,2/8/2019,231235A,Unknown,F
E221786,2/8/2019,231235A,Unknown,M
E221787,2/8/2019,231235A,Unknown,F
E221788,2/8/2019,21453A,Unknown,M
E221789,2/8/2019,21453A,Unknown,F
E221790,2/8/2019,21453A,Unknown,M
E221791,2/8/2019,21453A,Unknown,M
E221792,2/8/2019,231235A,Unknown,M
E221985,2/8/2019,21800A,Hispanic,F
E221986,2/8/2019,21453B,White,F
E221987,2/8/2019,231235A,White,F
E221988,2/8/2019,231235A,Other Asian,F
E221989,2/8/2019,231235A,White,M
E221990,2/8/2019,21453B,Hispanic,M
E221991,2/8/2019,231235A,White,F
E221992,2/8/2019,231235A,Other Asian,M
E221993,2/8/2019,21453B,Other Asian,M
E221994,2/8/2019,21453B,White,F
E221995,2/8/2019,21950A,Unknown,M
E221996,2/8/2019,24400A2,Unknown,M
E221997,2/8/2019,231235A,Other Asian,F
E221998,2/8/2019,21806A1,Asian Indian,F
E221999,2/8/2019,22400A,Other Asian,M
E222000,2/8/2019,22102,White,M
E222902,2/8/2019,22400A,White,F
E222903,2/8/2019,21453A,Hispanic,M
E222904,2/8/2019,22400A,Asian Indian,F
E222905,2/8/2019,21453A,Other,F
E222906,2/8/2019,21453A,Asian Indian,F
E222907,2/8/2019,21453A,Hispanic,M
E222908,2/8/2019,231235A,Asian Indian,F
T502066,2/8/2019,16028A,White,Male
T505237,2/8/2019,22450A,Black,Male
T505516,2/8/2019,21453A,Asian Indian,Female
T506022,2/8/2019,21802A,Hispanic,Female
T506403,2/8/2019,21800A,Other,Male
T506404,2/8/2019,21453A,Other,Female
T506405,2/8/2019,21453A,White,Male
T506406,2/8/2019,21453A,White,Male
T506407,2/8/2019,21453A,Other,Male
T506408,2/8/2019,21453A,White,Female
T506410,2/8/2019,21453A,Other,Female
T506411,2/8/2019,231235A,Other,Female
T506412,2/8/2019,21453A,Other,Male
T506413,2/8/2019,231235A,Hispanic,Female
T506414,2/8/2019,231235A,White,Male
T506415,2/8/2019,231235A,Other,Male
T506416,2/8/2019,231235A,White,Male
T506417,2/8/2019,22450A,Other,Male
T506418,2/8/2019,22450A,White,Male
T506419,2/8/2019,24400A,Other,Female
T506642,2/8/2019,23123A,White,Female
T506762,2/8/2019,21453A,Other Asian,Female
T506767,2/8/2019,21453A,Asian Indian,Male
T506769,2/8/2019,21453A,Asian Indian,Female
T506770,2/8/2019,23123A,White,Male
T506771,2/8/2019,231235A,Other Asian,Female
T506772,2/8/2019,231235A,Asian Indian,Male
T506773,2/8/2019,231235A,Other Asian,Male
T506774,2/8/2019,14600A,White,Male
T506875,2/8/2019,12500A,Hispanic,Female
T505285,2/9/2019,22450A,Hispanic,Female
T506763,2/9/2019,21453A,Asian Indian,Male
T506764,2/9/2019,21801A,White,Male
T506765,2/9/2019,231235A,Other Asian,Male
T506766,2/9/2019,21801A,White,Female
T507707,2/9/2019,231235A,Other,Male
T493532,2/10/2019,12500A,Asian Indian,Male
T501819,2/10/2019,21453A,White,Female
T502895,2/10/2019,22400A 24400A,Other Asian,Male
T505286,2/10/2019,231235A,Other Asian,Female
T505287,2/10/2019,231235A,Other Asian,Female
T505395,2/10/2019,52011C 12500A,Hispanic,Male
T506136,2/10/2019,23152G 12500A,Hispanic,Male
T506325,2/10/2019,4000A1,Asian Indian,Male
T506457,2/10/2019,24603B 16028A,Hispanic,Male
T506556,2/10/2019,12500A 24601,Hispanic,Male
T506777,2/10/2019,12500A,Hispanic,Male
E225401,2/11/2019,22526A,Other,M
E225402,2/11/2019,231235A,White,F
E225403,2/11/2019,231235A,Other Asian,F
E225404,2/11/2019,231235A,White,F
E225405,2/11/2019,21955,Asian Indian,M
E225406,2/11/2019,21955,Asian Indian,M
E225407,2/11/2019,22450A,Asian Indian,F
E225408,2/11/2019,21806A1,Asian Indian,F
E225409,2/11/2019,22101D,Hispanic,M
E225410,2/11/2019,21460A,Other Asian,F
E225411,2/11/2019,21460A,Other Asian,M
E225412,2/11/2019,22102,Asian Indian,F
E225413,2/11/2019,22102,Other Asian,M
E225414,2/11/2019,22102,Other Asian,F
E225415,2/11/2019,22102,Hispanic,F
E225416,2/11/2019,231235A,Other,M
T499274,2/11/2019,21954A,Hispanic,Male
T504446,2/11/2019,21453B,Other Asian,Male
T506458,2/11/2019,22450A,Asian Indian,Female
T506481,2/11/2019,21650A,Other Asian,Male
T506482,2/11/2019,21650A,Other Asian,Female
T506483,2/11/2019,23123A,Black,Male
T506484,2/11/2019,231235A,White,Male
T506485,2/11/2019,21453A,Hispanic,Male
T506486,2/11/2019,21453C,Other Asian,Male
T506487,2/11/2019,23123A 4000A1,White,Female
T506488,2/11/2019,21209A,Other Asian,Female
T506489,2/11/2019,21209A,Asian Indian,Male
T506507,2/11/2019,21453A,White,Male
T506557,2/11/2019,25950A,Other,Male
T506651,2/11/2019,21950A,Unknown,Female
T506652,2/11/2019,21950A,Asian Indian,Male
T506653,2/11/2019,22450A,White,Female
T506701,2/11/2019,4000A1 12500A,Hispanic,Female
E221793,2/12/2019,22454A 12500A 16028A,Hispanic,M
E221794,2/12/2019,21461A,Unknown,F
E221795,2/12/2019,16028A,Unknown,F
E221796,2/12/2019,21461A,Unknown,M
E221797,2/12/2019,21461A,Unknown,F
E221798,2/12/2019,21453A,Unknown,M
E221799,2/12/2019,27315E,Unknown,F
E222909,2/12/2019,21453A,Other Asian,F
E222910,2/12/2019,21453A,Asian Indian,M
E222911,2/12/2019,21453A,White,M
E222912,2/12/2019,21950A,Asian Indian,M
E222914,2/12/2019,22350,Other Asian,M
E222915,2/12/2019,231235A,Other Asian,M
E222917,2/12/2019,21453A,Unknown,M
E222918,2/12/2019,21950A,Unknown,M
E222919,2/12/2019,22450A,Unknown,F
E222920,2/12/2019,22450A 14600A,Unknown,M
E224501,2/12/2019,231235A,Unknown,F
E224502,2/12/2019,16028A,Unknown,M
E224503,2/12/2019,21456B,Unknown,M
E224504,2/12/2019,27315D1,Unknown,F
E224505,2/12/2019,5200A,Unknown,M
E225417,2/12/2019,22102,Other Asian,F
E225418,2/12/2019,22400A,Hispanic,F
E225419,2/12/2019,22400A,Other,F
E225420,2/12/2019,21461A,Other,M
E225421,2/12/2019,21453C,Asian Indian,M
E225422,2/12/2019,21453C,Other,F
E225423,2/12/2019,21950A,Asian Indian,M
E225424,2/12/2019,4454A,Other Asian,M
E225425,2/12/2019,22350,White,M
E225426,2/12/2019,22350,Other Asian,F
E225427,2/12/2019,21955,Black,F
E225428,2/12/2019,22350 12500A,Black,M
E225429,2/12/2019,231235A,Asian Indian,F
E225430,2/12/2019,267085A,White,M
E225431,2/12/2019,22450A,Other Asian,F
E225432,2/12/2019,22450A,White,M
E225433,2/12/2019,22450A,Hispanic,F
E225434,2/12/2019,22450A,Asian Indian,M
E225435,2/12/2019,22450A,Other Asian,M
E225436,2/12/2019,22450A,White,F
T492024,2/12/2019,12500A 24400A,White,Male
T499263,2/12/2019,4000A1,Hispanic,Male
T502896,2/12/2019,22400A,Other,Male
T504505,2/12/2019,4000A1,Hispanic,Female
T506120,2/12/2019,22102,Asian Indian,Male
T506280,2/12/2019,22350 16028A,White,Male
T506305,2/12/2019,146011A,White,Male
T506326,2/12/2019,22450A,White,Female
T506327,2/12/2019,22107,Other Asian,Female
T506459,2/12/2019,23123A,Asian Indian,Male
T506526,2/12/2019,22107,Asian Indian,Male
T507708,2/12/2019,38300,Hispanic,Male
T507709,2/12/2019,267085A,Other Asian,Male
T507710,2/12/2019,21453A,White,Male
T507711,2/12/2019,21453A,Other,Female
T507712,2/12/2019,21453A 4000A1,Asian Indian,Male
T507713,2/12/2019,38300,Other,Female
T507714,2/12/2019,231235A,White,Female
T507715,2/12/2019,38300,Other Asian,Female
T507716,2/12/2019,231235A,Other Asian,Female
T507717,2/12/2019,21453A,Other,Male
T507718,2/12/2019,26710,White,Male
E219994,2/13/2019,231235A,Unknown,M
E224506,2/13/2019,22450A,Unknown,M
E225437,2/13/2019,231235A,Unknown,M
E225438,2/13/2019,22450A,Hispanic,F
E225439,2/13/2019,22450A,Hispanic,M
E225440,2/13/2019,22450A,Asian Indian,M
E225441,2/13/2019,22450A,Asian Indian,M
E225442,2/13/2019,231235A,Asian Indian,M
T505638,2/13/2019,21460A,Other Asian,Female
T505639,2/13/2019,22450A,Other Asian,Female
T505640,2/13/2019,22450A,Hispanic,Female
T505793,2/13/2019,21453A,White,Male
T505794,2/13/2019,27151A,Other Asian,Male
T505795,2/13/2019,27151A,Other Asian,Male
T506281,2/13/2019,22350,Other Asian,Female
T506559,2/13/2019,22400,Asian Indian,Male
T503961,2/14/2019,22100A,,Male
T503962,2/14/2019,21703 146011A,White,Male
T503963,2/14/2019,12500A,Hispanic,Not Stated
T505703,2/14/2019,21453A,White,Male
T506643,2/14/2019,23123A,White,Female
T506644,2/14/2019,231235A 12500A,Hispanic,Female
T506645,2/14/2019,231235A,White,Female
T506646,2/14/2019,231235A,White,Female
T506647,2/14/2019,231235A,Other Asian,Female
T507719,2/14/2019,22450A,Other Asian,Male
E219995,2/15/2019,22526A,Unknown,F
E219996,2/15/2019,22526A,Unknown,M
E219997,2/15/2019,22526A,Unknown,M
E219998,2/15/2019,21453A,Unknown,M
E221659,2/15/2019,22450A,Other Asian,F
E221660,2/15/2019,26710,Other Asian,F
E221661,2/15/2019,22400A,White,F
E221662,2/15/2019,21453A,White,M
T504328,2/15/2019,12500A 20002A,Hispanic,Male
T505238,2/15/2019,22450A,Other Asian,Female
T506420,2/15/2019,22450A,Other,Male
T506421,2/15/2019,22450A,Hispanic,Female
T506422,2/15/2019,24603B,Other,Female
T506423,2/15/2019,22450A,Other,Female
T506424,2/15/2019,22450A,Other,Female
T506825,2/15/2019,22450A 12500A,Other,Female
T506826,2/15/2019,22450A,White,Female
T506827,2/15/2019,22450A,Other,Male
T506828,2/15/2019,22450A,Other,Male
T506925,2/15/2019,4000A1 5204A 4159,Asian Indian,Male
T507720,2/15/2019,4000A1,Other Asian,Male
T503964,2/17/2019,21453A,Other Asian,Female
T505704,2/17/2019,22107,Other,Male
T506678,2/17/2019,23152A,White,Male
T505517,2/18/2019,21453A,Hispanic,Male
T506490,2/18/2019,22101D,White,Female
T506648,2/18/2019,21453A,Other Asian,Male
T506649,2/18/2019,23123A,Hispanic,Male
T507150,2/18/2019,231235A,White,Female
E219330,2/19/2019,22349A,Unknown,F
E219331,2/19/2019,21460A,Unknown,M
E219332,2/19/2019,22102,Unknown,F
E219333,2/19/2019,21460A,Unknown,F
E219334,2/19/2019,21460A,Unknown,M
E219335,2/19/2019,21460A 4000A1,Unknown,F
E219336,2/19/2019,21460A 4000A1,Unknown,M
E219337,2/19/2019,231235A,Unknown,M
E219338,2/19/2019,21453A,Unknown,F
E219339,2/19/2019,231235A,Unknown,M
E219340,2/19/2019,22450A,Unknown,M
E219341,2/19/2019,22450A,Unknown,F
